 name ,category,supplier,subcategory,description,price,expiryDate,quantity,color,size,country,type,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features
Selassie  ,Biéres Artisanales,Chez Alan ,Bouteilles,Stout imp_riale avec caf_ _thiopien et haricots � la vanille,7.7,16-02-2019,12,Noire ,33cl,Su�doise,Omnipollo,Imperial Stout ,0.11, Fermentation haut  ,"Malts, r�ti l_ger, caf_, vanille","Malts, caf_, sucr_, vanille, r�ti doux, malts grill_s, alcool l_ger, amer � la finition",n.a,n.a,Forte
Noa  pecan,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,7.7,17-02-2019,12,Noire ,33cl,Suﾏdoise,Omnipollo,Imperial Stout ,0.11, Fermentation haut  ,"Chocolat sucr_, caramel, sucre, biscuits, noix.","Chocolat sucr_, noix, caramel, noisettes, biscuits, collant",n.a,n.a,Forte
#3.5 pinaple gose,Biéres Artisanales,Chez Alan ,Bouteilles,"Art of Magic Numbers (une s_rie de petits lots de r�ve): 3.5 est une bi�re de bl_ de style allemand (gose) brass_e avec du sel gemme, conditionn_e � l'ananas, et l_g�rement saut_ � sec.",4.4,18-02-2019,12,Blonde ,33cl,Su�doise,Omnipollo,Gose,0.035, Fermentation haut  ,d'ananas m_lang_ au yogourt et au concombre aigre-fruit_,"Le go_t est fortement acide, l'ananas clairement fruit_ mais aussi quelque chose comme la p�che.",n.a,n.a,Forte
Arzachel    ,Biéres Artisanales,Chez Alan ,Bouteilles,Session IPA a saut_ comme un double IPA,4,19-02-2019,12,Blonde ,33cl,Suﾏdoise,Omnipollo,Session IPA ,0.035, Fermentation haut  ,Pin et citron piquant,n.a,"Pamplemousse, herbes, citron, fruits tropicaux l_gers,",n.a,L_gﾏre
Onda      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Bi�re p�le brass_e avec du bl_ non malt_, du miel et du houblon 100% mosa�que.",5,20-02-2019,12,Blonde ,33cl,Su�doise,Omnipollo,American Pale Ale ,0.05, Fermentation haut  ,"Fruit_ et tropical. La mangue, l'ananas, la marmelade, la pamplemousse",Fruit_ et mod_r_ment amer. Des notes blanchies douces avec des fruits tropicaux tout au long de l'ann_e. L_g�rement citrus en apr�s-midi,n.a,n.a,L_g�re
Mazarin    ,Biéres Artisanales,Chez Alan ,Bouteilles,"Mazarin est ma vision d'une ""biﾏre de penseur"". Plutﾪt que d'ﾐtre grande et ind_chiffrable, je voulais cr_er quelque chose qui calmerait un nerf d_sireux sans trop fouilloter le cerveau. En d'autres termes, une biﾏre somptueuse de ABV judicieux - une Extra Pale Ale Extra Special si vous voulez.
En fait, c'est tellement sp_cial qu'il a d_croch_ une m_daille d'or au Stockholm Beer & Whiskey Festival 2013.",5,21-02-2019,12,Blonde ,33cl,Suﾏdoise,Omnipollo,American Pale Ale ,0.056, Fermentation haut  ,Arﾪme aux agrumes avec des notes fruit_es douces,Arriﾏre go_t amer.,n.a,n.a,Moyenne 
L_on   ,Biéres Artisanales,Chez Alan ,Bouteilles,Leon est assertivement saut_ et ferment_ � sec en utilisant de la levure de champagne. La levure et le houblon en combinaison avec une facture de malt simple donne � la bi�re une qualit_ d'�tre riche en go_t et rafra�chissant.,4.4,22-02-2019,12,Blonde ,33cl,Su�doise,Omnipollo,Belgian Pale Ale ,0.065, Fermentation haut  ,Ar�mes de levures et d'agrumes,"Saveurs de levures, notes fruit_es acides, final sec",n.a,n.a,Moyenne 
45th APA,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,23-02-2019,12,Blonde,33cl,Suﾏdoise,Brewski,American Pale ale ,0.05, Fermentation haut  ,"Arﾪmes de malt, de houblon, de levure, d'agrumes, de fruits tropicaux et d'ananas.","Saveurs de malt, de houblon, de fruits tropicaux, de pamplemousse, de pﾐche et de levure.",n.a,n.a,Moyenne 
Candy queen,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5.5,24-02-2019,12,Blonde,33cl,Suﾏdoise,Brewski,Berliner Weissbier,0.047, Fermentation haut  ,"Arﾪmes de fruits exotiques, de mangue et de citron.",Saveurs fruit_es et acidul_es.,n.a,n.a,L_gﾏre
Mango hallon feber,Biéres Artisanales,Chez Alan ,Bouteilles,APA � la mangue et aux framboises.,5,25-02-2019,12,Blonde,33cl,Su�doise,Brewski,IPA,0.055, Fermentation haut  ,"Ar�mes de houblon, de fruits tropicaux, de mangue, de framboise et de pamplemousse.","Saveurs douces et fruit_es de mangue, de framboise, de p�che, de fruits tropicaux, de houblon, d'herbes et de pamplemousse",n.a,n.a,Moyenne 
Pango,Biéres Artisanales,Chez Alan ,Bouteilles,"Pango est un m_lange de fruit de la passion, d'ananas et de mangue fusionn_ en un IPA frais et facile. Le fruit et le houblon combinent cette bi�re aux saveurs fra�ches et fruit_es que nous nous effor�ons d'accomplir. Buvez cette bi�re telle quelle ou accompagnez-la dans votre plat barbecue pr_f_r_.

Ingr_dients: Eau, malt d'orge, seigle, avoine, ananas, fruit de la passion, mangue, houblon et levure.",5,26-02-2019,12,Blonde,33cl,Suﾏdoise,Brewski,IPA,0.059, Fermentation haut  ,"Arﾪmes d'ananas, de malt, de houblon, de pﾐche et de pamplemousse.","Go_ts de pin, de mangue et de fruits de la passion.",n.a,n.a,Moyenne 
Barbarian ,Biéres Artisanales,Chez Alan ,Bouteilles,"BREWSKI AIME LES BARBARES!

O monde! Barbares, nains et autres cr_atures _tonnantes.

Nous pr_sentons une India Pale Ale houblonn_e avec beaucoup d'ar�mes de fruits tropicaux et une finale lisse et cr_meuse gr�ce au lactose ajout_.

Profitez de cette biﾏre telle quelle ou accompagn_e de votre plat pr_f_r_. Va avec n'importe quoi vraiment",5,27-02-2019,12,Blonde,33cl,Suﾏdoise,Brewski,IPA,0.06, Fermentation haut  ,"Arﾪmes de fruits tropicaux, d'herbes, d'orange, de levure et de houblon","Saveurs douces et fruit_es de fruits tropicaux, de houblon, d'agrumes, d'orange, de mangue et d'herbes.",n.a,n.a,Moyenne 
Perika feber ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,28-02-2019,12,Blonde,33cl,Suﾏdoise,Brewski,IPA,0.065, Fermentation haut  ,"Arﾪmes de houblon, d'agrumes, d'orange, de pﾐche et de caramel.","Saveurs de houblon, d'agrumes, de pﾐche, de fruits de la passion, de caramel, de pamplemousse et d'herbes",n.a,n.a,Moyenne 
Passion feber ,Biéres Artisanales,Chez Alan ,Bouteilles,"Ingr_dients: Eau, malt d'orge, malt de bl_, fruit de la passion, houblon, levure.",5,1/3/19,12,Blonde,33cl,Suﾏdoise,Brewski,IPA,0.07, Fermentation haut  ,"Arﾪmes de fruits de la passion, de pﾐche, de malt, de houblon et d'agrumes.","Go_ts de fruits de la passion, d'agrumes, de pﾐche, de malt, de houblon et de pin",n.a,n.a,Moyenne 
Mango feber dipa,Biéres Artisanales,Chez Alan ,Bouteilles,"Le fruit a _t_ adopt_ par Amarillo et Mosaic pendant le processus de fermentation. Nous voulons d_dier cette bi�re � Jens Lynge Larsen chez Spybrew � Copenhague. Brewski rend _galement gr�ce � Tybell, Jannik, Wilcox, Leif et Werner, Shulga et Bj�rk, Mankerp�garna, Beersweden et Fabrik�ren. Nous savons ce que vous avez fait pour nous. Merci les amis!",5,2/3/19,12,Blonde,33cl,Su�doise,Brewski,IPA,0.08, Fermentation haut  ,"Ar�mes de houblon, de fruits tropicaux, de mangue, de framboise et de pamplemousse.","Saveurs douces et fruit_es de mangue, de framboise, de p�che, de fruits tropicaux, de houblon, d'herbes et de pamplemousse",n.a,n.a,Forte
Conan dipa,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5,3/3/19,12,Blonde,33cl,Suﾏdoise,Brewski,Double/Imperial IPA,0.08, Fermentation haut  ,"Arﾪmes de houblon, de fruits, d'agrumes et de pin.","Saveurs de houblon, d'agrumes, d'orange, de pamplemousse, de fruits tropicaux, de pin, de mangue, de pﾐche et d'herbes.",n.a,n.a,Forte
Coffe snoutjui,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.1,4/3/19,12,Noire,33cl,Suﾏdoise,Brewski,Imperial Stout,0.115, Fermentation haut  ,"Grains de caf_ rﾪti, mocha, r_glisse et malt noir caram_lis_","Grains de caf_ rﾪti, cerise, mocha, r_glisse subtile, malt noir caram_lis_ et finition caf_ agrandi",n.a,n.a,Forte
Pale ale pale pale ale,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.1,5/3/19,12,Ambr_e,33cl,Suﾏdoise,Dugges & cloudwater,American Pale Ale ,0.065, Fermentation haut  ,"Trﾏs fruit_, beaucoup de pamplemousse, fruits de la passion, peau d'orange, mangue, ananas","Trﾏs fruit_, des malts de caramel doux, beaucoup d'agrumes, de pamplemousse, de fruits de la passion, de mangue, assez amer, bit r_sineux. Aprﾏs-go_t: doux, trﾏs fruit_, mangue, peau d'orange, belle amertume, agrumes, un peu d'ananas",n.a,n.a,Moyenne 
Stay puff   ,Biéres Artisanales,Chez Alan ,Bouteilles,"Ce portier � la guimauve poss�de les qualit_s classiques d'une vraie bi�re brune, tandis que la guimauve lui donne une douceur sucr_e, combinant � la fois une d_licieuse bi�re de type S'mores. Un r_gal pour les froides nuits d'hiver.",4,6/3/19,12,Noire,33cl,Pays de galles,Tiny rebel,Porter,0.056,Fermentation haut ,"nous sentons aux premiers abords le sucre, puis en tournant on sent ind_niablement le marshmallow, puis le malt torr_fi_","est douce mais relativement neutre, en milieu le sucre commence � se faire entendre pour se m_tamorphoser en un gout agr_able de marshmallow finissant sur une note l_g�re de malt torr_fi_ avec une amertume presque ind_tectable au palais",n.a,n.a,Moyenne 
Hadouken    ,Biéres Artisanales,Chez Alan ,Bouteilles,"Une collaboration avec Glyn Roberts (The Rake Bar), Hadouken est notre IPA amplifi_. Une d_dicace � la finition classique de l'un de nos jeux vid_o pr_f_r_s des ann_es 90. Massivement houblonn_ avec un combo de 3 vari_t_s am_ricaines.",4.4,7/3/19,12,Ambr_e,33cl,Pays de galles,Tiny rebel,IPA,0.079, Fermentation haut  ,"Ar�mes d'agrumes, caramel et pin",Saveurs principalement domin_es par les houblons et les agrumes,n.a,n.a,Moyenne 
Cali      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Les IPAs et Pale Ales les plus juteux, les plus savoureux et les plus d_licieux sont de style West Coast, utilisant les houblons fruit_s, _pic_s et r_sineux de la magnifique cﾪte ouest de l'Am_rique. De l'_tat de Washington au nord, en passant par l'Or_gon folle de biﾏre, jusqu'au Golden State qui a inspir_ le nom de notre nouvelle biﾏre - Cali.

C'est vrai, nous avons brass_ un APA de la cﾪte ouest rempli de notes de fruits juteux et de grosses r_sines de houblon. C'est comme boire du soleil, des palmiers, bien surfer et Hollywood.",4,8/3/19,12,Blonde,33cl,Pays de galles,Tiny rebel,American Pale Ale ,0.056,Fermentation haut ,"Arﾪmes fruit_s et floraux avec des notes bois_es, de bl_, d'agrumes et de houblon.","Saveurs de fruits tropicaux, de fleurs, d'agrumes, de pamplemousse, de pﾐche et d'herbes.",n.a,n.a,Moyenne 
Clwb tropicana,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette salade de fruits adulte est aussi color_e que la chemise hawa�enne la plus hideuse que vous ayez jamais vue. C'est super juteux et bourr_ de saveurs de houblon fruit_ qui vous mettront l'eau � la bouche. Imaginez-vous assis au bord de la piscine sous le soleil br_lant avec un cocktail dans une main, mais au lieu d'un petit verre d_licat, il est servi par la pinte! Emball_ plein de houblon am_ricain, amplifi_ par des saveurs de p�che, de fruit de la passion, d'ananas et de mangue! 13 �",4,9/3/19,12,Blonde,33cl,Pays de galles,Tiny rebel,IPA,0.055, Fermentation haut  ,"Ar�mes de fruits, de fruits tropicaux, de houblon et de malt.","Saveurs de p�che, de fruits de la passion, d'ananas et de mangue.",n.a,n.a,Moyenne 
Captain Insano,Biéres Artisanales,Chez Alan ,Bouteilles,Triple IPA.,5.5,10/3/19,12,Ambr_e,33cl,Pays de galles,Tiny rebel, Imperial IPA ,0.1, Fermentation haut  ,"Notes de pﾐche douces et trop m_res, l_gﾏrement ferment_es et juteuses","follows with juicy hops, overripe stonefruits and tangerines. Quite bitter throughout, very well hidden alcohol.",n.a,n.a,Forte
Long white cloud,Biéres Artisanales,Chez Alan ,Bouteilles,"Une Pale Ale imp_riale l_g�re et rafra�chissante, des fruits doux et du melon miell_ se m�lent � un caract�re juteux et vineux du houblon du sud de l'�le pour produire ce qui ressemble � un croisement entre un IPA et un bon vin blanc.",5,11/3/19,12,Blonde,33cl,_cossaises,Tempest,American Pale Ale ,0.102, Fermentation haut  ,"Houblons floraux, pamplemousse, citron, agrumes et caramel","Agrumes, fruits tropicaux, citron, houblons et herbe",n.a,n.a,Forte
Brave new world,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,12/3/19,12,Blonde,33cl,_cossaises,Tempest,India Pale ale ,0.07, Fermentation haut  ,"Agrumes juteux, houblons aromatiques, caramel et pins r_sineux","Pamplemouse, pﾐche, fruits tropicaux, biscuit, agrumes et pins",n.a,n.a,Moyenne 
In the dark we live,Biéres Artisanales,Chez Alan ,Bouteilles,"IPA noir imp_rial. Profond_ment dans la sombre complexit_ malt_e vivent les houblons. Le palais nettoie l'intensit_ avant chass_ par les agrumes, le pin, le BlackBerry et les _pices. Porter par l'apparence. IPA par attitude.",4.4,13-03-2019,12,Noire,33cl,_cossaises,Tempest,Black IPA,0.072, Fermentation haut  ,"Malts rﾪtis, houblons herbeux, r_sine de pin et pamplemousse","Houblons terreux, malts torr_fi_s, chocolat, caramel, caf_ et agrumes",n.a,n.a,Moyenne 
Nelson Sauvvy,Biéres Artisanales,Chez Alan ,Bouteilles,"Ferment_ bas et lent pour ﾐtre propre et croquant, puis sec-saut_ avec un grand coup de houblon Nelson Sauvin, le r_sultat est une biﾏre trﾏs buvable avec un coup de poing de groseille, d'agrumes et de fruits tropicaux.",5,14-03-2019,12,Blonde,33cl,_cossaises,Tempest,Lager,0.059, Fermentation haut  ,"Arﾪmes fruit_s et floraux avec des notes de fruits exotiques, de vin blanc et de citron.","Saveurs de fruits exotiques, de mangue, de citron, de yuzu et de houblon.",n.a,n.a,Moyenne 
Longer white cloud,Biéres Artisanales,Chez Alan ,Bouteilles,"Une Pale Ale imp_riale l_g�re et rafra�chissante, des fruits doux et du melon miell_ se m�lent � un caract�re juteux et vineux du houblon du sud de l'�le pour produire ce qui ressemble � un croisement entre un IPA et un bon vin blanc.",4,15-03-2019,12,Blonde ,33cl,_cossaises,Tempest,Double/ Imperial IPA,0.12, Fermentation haut  ,"Ar�mes de malt, de houblon, de r_sine, d'agrumes et de pin","Saveurs de fruits exotiques, d'agrumes, de r_sine, de houblon, de mangue, d'_pices et de caramel.",n.a,n.a,Forte
Mexicake       ,Biéres Artisanales,Chez Alan ,Bouteilles,"Il est temps de faire une bonne fﾐte!
Prenez une bouteille, paressez au soleil et appr_ciez notre stout imp_rial d'inspiration mexicaine. La cannelle, la vanille, le cacao et les piments soigneusement _quilibr_s en font une infusion lisse, velout_e et complﾏtement d_lectable parfaite pour accompagner les poudings et la crﾏme glac_e.",6.1,16-03-2019,12,Noire,33cl,_cossaises,Tempest,Imperial Stout ,0.11, Fermentation haut  ,"Arﾪmes de chocolat, de caramel, de malt torr_fi_ et de vanille.","Go_t de chocolat noir, de cannelle, de poivre, de caf_ et de vanille.",n.a,n.a,Forte
Nanny state     ,Biéres Artisanales,Chez Alan ,Bouteilles,"L'_tat de nounou est 0.5% ABV et se concentre sur �tre une grande boisson par opposition � un grand stratag�me de publicit_. Cette bi�re est maintenant ax_e sur l'obtention de tout ce qui est bon � propos de BrewDog dans un format pratiquement sans alcool. C'est une bi�re blonde inspir_e de la c�te ouest avec une diff_rence!

La biﾏre a 45 IBUS et est brass_e avec centennial, amarillo, columbus, cascade et simcoe et intensivement sec-hopped avec centennial et amarillo. L'_pine dorsale est fournie par 8 types diff_rents de malts de sp_cialit_ avec seulement 87 kilos de malt utilis_s dans un lot de 20HL",3.3,17-03-2019,12,Ambr_e,33cl,_cossaises,Brewdog,Sans alcohol ,0.005, n.a ,"Arﾪmes de malt, de houblon.","Saveurs de houblon, de malt, de levure et de fleurs.",n.a,n.a,L_gﾏre
Dead poney club,Biéres Artisanales,Chez Alan ,Bouteilles,"Ingr_dients: M_lange de printemps, Cara et Crystal Malts; Simcoe, Citra et HBC.

Cette Pale Ale californienne contient un _norme punch houblonn_. Un coup de houblon � haute tension et basse amplitude du 21�me si�cle.",3.3,18-03-2019,12,Blonde,33cl,_cossaises,Brewdog,American Pale Ale ,0.038, Fermentation haut  ,Ar�mes de pamplemousse et de mangue,Notes fruit_es et florales.,n.a,n.a,L_g�re
Punk ,Biéres Artisanales,Chez Alan ,Bouteilles,"Ingr_dients: malt p�le suppl_mentaire; Chinook, Ahtanum, Amarillo, Cascade, Simcoe, le houblon Nelson Sauvin. IBU 45
Cette bi�re fra�che et pleine de saveur est notre hommage aux IPAs classiques d'antan. La touche post-moderne est l'ajout de houblons fruit_s _tonnants donnant une explosion de saveurs de fruits tropicaux et une finale am�re forte",2.8,19-03-2019,12,Blonde,33cl,_cossaises,Brewdog,India Pale ale ,0.056, Fermentation haut  ,"Ar�mes de fruits, d'herbes et d'agrumes","Saveurs de fruits, de p�che, de pamplemousse, d'herbes, de fruits tropicaux, de malt et de houblon",n.a,n.a,Moyenne 
Vagabonde gluten free,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,20-03-2019,12,n.a,33cl,_cossaises,Brewdog,IPA,0.095, n.a ,n.a,n.a,n.a,n.a,Forte
Jack hammer     ,Biéres Artisanales,Chez Alan ,Bouteilles,"Ruthless India Pale Ale
Commencez avec un ar�me de pamplemousse colossal. Pilez sur l'amertume apr�s avoir grond_ l'amertume, et roulez l'anarchie partout o� il vous faut. Le rasoir au caramel est tranchant, mais la morsure r_sineuse perce directement vos papilles gustatives. Pour se d_lecter du m_diocre, _lever l'enfer et r_colter les r_compenses commerciales, Jack Hammer est la fin de la ligne. L'extr_mit_ terminale de la brasserie artisanale, houblonn_e et pucker-mouthed. Cette bi�re est am�re. Tr�s amer. Ingr_dients: Malt extra p�le, houblon centenaire et Columbus, houblon sec � plus de 200 IBU th_oriques avec Citra, Amarillo et Simcoe.",3.3,21-03-2019,12,Blonde,33cl,_cossaises,Brewdog,India Pale Ale,0.072, Fermentation haut  ,Nez sur l'agrume et le pamplemousse,Amertume puissante et saveurs houblonn_es,n.a,n.a,Moyenne 
Hardcore ipa      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Aussi vendu comme BrewDog Mr. President qui remplace Tesco Finest American Double IPA
Ingr_dients: Maris Otter, Crystal malt, Caramalt; Centenaire, Columbus, houblon de Simcoe. Houblon sec: Centenaire, Columbus, Simcoe. IBU 150",5,22-03-2019,12,Ambr_e,33cl,_cossaises,Brewdog,Double/Imperial IPA,0.092, Fermentation haut  ,Extrﾐmement fruit_e avec de belles notes exotiques,Explosion de saveurs trﾏs fruit_es et amﾏres.,n.a,n.a,Forte
Elvis juice     ,Biéres Artisanales,Chez Alan ,Bouteilles,"Un IPA am_ricain avec un bord amer qui poussera votre tol_rance d'agrume au bord et � l'arri�re; Elvis Juice est charg_ de pelure de pamplemousse lapidaire. Cette IPA a une base de malt caram_lis_, supportant une surcharge agrume frontale compl�te - zeste de pamplemousse entass_ sur le dessus des houblons aromatiques intenses. Des vagues de bris de pin, d'orange et de pamplemousse compl�tent cet IPA infus_ aux agrumes.",3.3,23-03-2019,12,Ambr_e,33cl,_cossaises,Brewdog,IPA,0.065, Fermentation haut  ,"Ar�mes de malt, de caramel, d'agrumes, de pamplemousse et de houblon.","Saveurs de fruits, de malt, de houblon, de p�che, d'agrumes, d'orange, de pamplemousse, de fleurs et d'_pices.",n.a,n.a,Moyenne 
Jet black heart,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette brune robuste est noire comme la poix et lisse comme l'enfer. Jet Black Heart est un gros lait; saveurs de malt torr_fi_ de caf_ et de chocolat, li_ � une richesse cors_e d_cadente.

Les flocons d'avoine et de bl_ ajoutent � la texture velout_e de la bouche, la carbonatation ajoutant une texture en nid d'abeilles. Magnum et Sorachi Ace apportent un fruit_ de baies et d'agrumes qui amplifie le caract�re chocolat_ de ce leviathan d'encre.",4,24-03-2019,12,Noire,33cl,_cossaises,Brewdog,Stout,0.097, Fermentation haut  ,"Ar�mes de malt torr_fi_, de caf_ et de chocolat.","Go_ts de vanille, de fruits noirs, de chocolat, de caf_ et de caramel.",n.a,n.a,Forte
Cocoa psycho    ,Biéres Artisanales,Chez Alan ,Bouteilles,"Un 10% d_cadent et indulgent Imperial Stout russe. Brass_e avec une quantit_ abondante de malts fonc_s, infus_e avec des grains de caf_ pendant l'_bullition et apr�s la fermentation et vieillie sur des f�ves de cacao, des gousses de vanille et des copeaux de ch�ne grill_. Ce tourbillon opulent de chocolat, de caf_, de malts fonc_s et de houblon rivalise m�me avec les �ufs imp_riaux les plus color_s de Faberg_. Cr__ � l'origine pour c_l_brer la famille royale russe, c'est un hommage appropri_ pour porter un toast � votre propre empire.",7.15,25-03-2019,12,Brune,33cl,_cossaises,Brewdog,Imperial Stout ,0.1, n.a ,"Ar�mes de cacao, de caf_ et de chocolat noir.","Saveurs de cacao, de caf_ avec de fins ar�mes de chocolat et des notes de malt grill_ et de caramel.",n.a,n.a,Forte 
Tokyo      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Chouette Intergalactique Chﾐne Vieilli
L'ironie de l'existentialisme, la parodie de l'ﾐtre et les contradictions inh_rentes au postmodernisme, si d_licatement v_hicul_es par l'action d'arcade pix_lis_e et pix_lis_e, ont toutes _t_ minutieusement recr__es dans ce contenu de bouteilles.

Ce stout imp_rial est brass_ avec de grandes quantit_s de malts de sp_cialit_, de jasmin et de canneberges. Apr�s la fermentation, nous cueillons � sec ce stout tueur avec un seau de nos houblons favoris avant de vieillir soigneusement la bi�re sur des frites de ch�ne fran�ais grill_es.

Tout est une question de mod_ration. Tout avec mod_ration, y compris la mod_ration elle-m�me. Ce qui suit logiquement, c'est que vous devez, � partir du temps, avoir un exc�s. Cette bi�re est pour ces moments.
Formellement 18,2% ABV",14.3,26-03-2019,12,Noire,33cl,_cossaises,Brewdog,Imperial Stout,0.165, Fermentation haut  ,"Fruits mac_r_s, Porto, fruits des bois, chocolat","Fruits mac_r_s, chocolat, caf_, esters de fruit, reglisse",n.a,n.a,Forte 
Jacobite ale     ,Biéres Artisanales,Chez Alan ,Bouteilles,"Les fameuses Bear Gates gardant l'approche de Traquair House, pr�s de Pebbles, ont _t_ ferm_es depuis 1745 - quand la derni�re personne � les traverser fut Bonnie Prince Charlie.

Maintenant, 250 ans plus tard, l'ancienne brasserie Traquair c_lﾏbre la cause jacobite en produisant cette puissante biﾏre _pic_e selon une recette traditionnelle raffin_e. Siroter lentement et se souvenir du vieux toast au ""King O'er the Water"".",5.5,27-03-2019,12,Brune ,33cl,_cossaises,Traquair House,Scotch Ale / Wee Heavy,0.08, N.a ,"Nez sur le porto, le malt torr_fi_, la coriandre","Fruit mur, final _pic_",n.a,n.a,Forte
House ale     ,Biéres Artisanales,Chez Alan ,Bouteilles,"Le processus de brassage traditionnel utilis_ dans la production de Traquair House Ale est le suivant: 1. Processus traditionnel de brassage par infusion. Le mo_t est ensuite retir_ et bouilli au cours de laquelle les houblons sont ajout_s. 2. Le mo_t est maintenant refroidi et lanc_ avec de la levure de fermentation haute � temp_rature contr�l_e. Il est ensuite ferment_ en f_ts de ch�ne sur une p_riode de sept jours. La bi�re est ensuite transf_r_e dans des cuves de stockage ou des f_ts et m_rie pendant plusieurs semaines. Apr�s la maturation, la bi�re est filtr_e avant l'emballage.",9.9,28-03-2019,12,Blonde,33cl,_cossaises,Traquair House,Scotch Ale / Wee Heavy,0.072, N.a ,Notes de fruits murs et de caramel,Bouche sur les fruits murs et les _pices,n.a,n.a,Moyenne 
Jaipur    ,Biéres Artisanales,Chez Alan ,Bouteilles,"Un Pale Ale � dominance d'agrumes domin_ par les agrumes, son impression imm_diate est douce et lisse mais construit � un crescendo de tristesse massive accentu_ par le miel. Une finale durable et am�re.",4,29-03-2019,12,Blonde,33cl,Anglaise,Thornbridge,India Pale ale ,0.059, Fermentation haut  ,citrons et de houblons,Touches fruit_es et une pointe de houblons,"En bouche, on�retrouve une texture de malt doux, l_g�rement grill_, ainsi que des saveurs croustillantes de�citron",n.a,Moyenne 
Halcyon     ,Biéres Artisanales,Chez Alan ,Bouteilles,"De couleur or p�le, Halcyon d_borde d'ar�mes intenses d'ananas, de pamplemousse, de zeste de citron et de houblon de pin. Ingr_dients: eau, malt d'orge, malt de bl_, houblon (galaxie, topaze, chinook, croix de ronce), levure.",4,30-03-2019,12,Robe blonde dor_e aux reflets orang_.,33cl,Anglaise,Thornbridge,India Pale ale ,0.079,Fermentation Haut ,Ar�mes de fruits exotiques.,Notes tropicales et florales.,"fruit de la passion, de mangue ou encore d'agrumes ",n.a ,Moyenne 
Wild raven     ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,31-03-2019,12,Noire,33cl,Anglaise,Thornbridge,Black IPA ,0.066,Fermentation Haut ,"Arﾪmes floraux, chocolat_s et de noisettes",Notes florales et citriques,"des notes de caf_, de chocolat au lait, d'agrumes, de pin, dans un ensemble bien houblonn_ et assez amer.",n.a,Moyenne 
Communion    ,Biéres Artisanales,Chez Alan ,Canette,"Brass_e en collaboration avec Opeth, la communion est une ale de 5,1% pale saut_ avec des vari_t_s europ_ennes et am_ricaines",3.3,1/4/19,12,Ambr_e,33cl,Anglaise,Northern monk Brew Co.,India Pale ale ,0.051,Fermentation Haut ,"Houblon, pin, r_sine, pain grill_, orange et abricot","Notes r_sineuses, fruit_es et houblonn_es",fruit_es et houblonn_es conduisant � une finale am�re s�che.,n.a,Moyenne 
New world      ,Biéres Artisanales,Chez Alan ,Canette,"Brass_e � Hambleton jusqu'au 7 ao_t 2014, lorsque le kit du moine du nord est entr_ en service. 

Un descendant de la bi�re d'octobre, l'Inde pale ale est maintenant l'un des styles les plus populaires dans le monde. Brass_e � l'origine dans les ann_es 1700 par la brasserie Bow de Hodgson � Londres et export_e vers l'Inde par la compagnie des Indes orientales. Cette bi�re a connu une _volution de 300 ans. Notre nouvel IPA mondial utilise une combinaison de vari_t_s de houblon am_ricain, australien et britannique et s'inspire des ratios de houblon et des techniques utilis_es � l'origine. ",4,2/4/19,12,Ambr_e,33cl,Anglaise,Northern monk Brew Co.,IPA,0.062,Fermentation Haut ,"Houblon, pin, r_sine, pain grill_, orange et abricot","Notes r_sineuses, fruit_es et houblonn_es",n.a,n.a,Moyenne 
Neapolitan ,Biéres Artisanales,Chez Alan ,Canette,"Inspir_ par �Spumoni�, la cr�me glac_e napolitaine originale, il s'agit d'un porteur cr_meux au lactose avec des ar�mes de cerise fonc_e, de vanille et de pistache. Une riche torsion hivernale sur notre pale napolitaine classique. ",4.4,3/4/19,12,Ambr_e,33cl,Anglaise,Northern monk Brew Co.,Porter,0.062,N.a,"La glace napolitaine ici, la vanille, les fraises, du chocolat, des notes l_g�res aussi","Doux, beaucoup de vanille soutenue par du chocolat et des fraises, une amertume l_g�re et houppes. Sensation de bouche cr_meuse et lisse, corps moyen",n.a,n.a,Moyenne 
